Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
62612656,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
62627888,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
62647948,000001A6,false,Rx,0,8,00,00,00,00,00,00,C0,FC,
62649216,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
62656048,000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
62657136,00000199,false,Rx,0,6,79,F1,CB,7E,20,B0,00,00,
62658120,0000019A,false,Rx,0,6,A3,F1,96,7E,00,20,00,00,
62659100,0000019F,false,Rx,0,6,04,F1,0A,80,00,20,00,00,
62660260,00000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
62661356,00000297,false,Rx,0,7,17,F5,FC,FC,FC,FC,FC,00,
62662388,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
62663416,000001C4,false,Rx,0,7,00,00,00,00,D1,F4,FF,00,
62664540,000001C5,false,Rx,0,7,00,00,00,00,D1,F4,FF,00,
62665560,000002BB,false,Rx,0,5,6F,F8,00,00,F2,00,00,00,
62676060,00000328,false,Rx,0,6,3D,44,EF,11,0E,22,00,00,
62693488,0000012F,false,Rx,0,8,BD,25,86,1C,F2,01,30,09,
62696056,000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
62705712,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
62713032,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
62747948,000001A6,false,Rx,0,8,00,00,00,00,00,00,50,FE,
62749252,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
62750464,00000173,false,Rx,0,8,13,FA,00,0E,30,00,FE,D0,
62756072,000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
62757156,00000199,false,Rx,0,6,09,FB,CE,7E,20,B0,00,00,
62758136,0000019A,false,Rx,0,6,4F,FB,9B,7E,00,20,00,00,
62759116,0000019F,false,Rx,0,6,A7,FB,0A,80,00,20,00,00,
62761120,00000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
62762196,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
62763128,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
62765072,000001C4,false,Rx,0,7,00,00,00,00,DB,F4,FF,00,
62766100,000001C5,false,Rx,0,7,00,00,00,00,DB,F4,FF,00,
62767128,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
62768160,000002BB,false,Rx,0,5,48,FA,00,00,F2,00,00,00,
62793524,0000012F,false,Rx,0,8,5A,26,86,1C,F2,01,30,09,
62796064,000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
62805828,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
62813472,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
62847932,000001A6,false,Rx,0,8,00,00,00,00,00,00,E0,FF,
62848992,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
62856044,000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
62857128,00000199,false,Rx,0,6,CB,F6,D3,7E,20,B0,00,00,
62858112,0000019A,false,Rx,0,6,7A,F6,9A,7E,00,20,00,00,
62859096,0000019F,false,Rx,0,6,92,F6,0B,80,00,20,00,00,
62860252,00000289,false,Rx,0,8,C1,FC,E0,E0,E1,00,0C,00,
62861352,00000297,false,Rx,0,7,DD,F6,FC,FC,FC,FC,FC,00,
62862388,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
62863384,000001C4,false,Rx,0,7,00,00,00,00,E5,F4,FF,00,
62864504,000001C5,false,Rx,0,7,00,00,00,00,E5,F4,FF,00,
62865524,000002BB,false,Rx,0,5,21,FC,00,00,F2,00,00,00,
62893480,0000012F,false,Rx,0,8,BD,27,86,1C,F1,01,30,09,
62896036,000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
62905652,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
62913836,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
62947928,000001A6,false,Rx,0,8,00,00,00,00,00,00,70,F1,
62949196,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
62950392,00000173,false,Rx,0,8,7B,F0,00,0E,30,00,FE,D0,
62951604,000002C4,false,Rx,0,8,00,00,FF,64,64,64,00,F0,
62956040,000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
62957124,00000199,false,Rx,0,6,37,F1,CF,7E,20,B0,00,00,
62958108,0000019A,false,Rx,0,6,CB,F1,99,7E,00,20,00,00,
62959092,0000019F,false,Rx,0,6,E3,F1,F8,7F,00,20,00,00,
62960252,00000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
62961332,000002BB,false,Rx,0,5,06,FE,00,00,F2,00,00,00,
62962248,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
62963180,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
62965116,000001C4,false,Rx,0,7,00,00,00,00,EF,F4,FF,00,
62966144,000001C5,false,Rx,0,7,00,00,00,00,EF,F4,FF,00,
62967172,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
62993484,0000012F,false,Rx,0,8,E1,28,86,1C,F1,01,30,09,
62996044,000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
63005256,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63014248,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63047920,000001A6,false,Rx,0,8,00,00,00,00,00,00,00,F3,
63049276,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63056060,000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
63057144,00000199,false,Rx,0,6,2E,FB,CC,7E,20,B0,00,00,
63058128,0000019A,false,Rx,0,6,68,FB,99,7E,00,20,00,00,
63059108,0000019F,false,Rx,0,6,1C,FB,00,80,00,20,00,00,
63060280,00000289,false,Rx,0,8,27,F1,E0,E0,E1,00,0C,00,
63061368,00000297,false,Rx,0,7,9B,F7,FC,FC,FC,FC,FC,00,
63062404,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
63063428,000001C4,false,Rx,0,7,00,00,00,00,F9,F4,FF,00,
63064560,000001C5,false,Rx,0,7,00,00,00,00,F9,F4,FF,00,
63065584,000002BB,false,Rx,0,5,6E,F1,00,00,F2,00,00,00,
63093472,0000012F,false,Rx,0,8,BC,29,86,1C,F1,01,30,09,
63096048,000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
63105256,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63114600,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63147940,000001A6,false,Rx,0,8,00,00,00,00,00,00,90,F4,
63149252,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63150440,00000173,false,Rx,0,8,4F,F5,00,0E,30,00,FE,D0,
63156028,000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
63157116,00000199,false,Rx,0,6,EC,F6,D1,7E,20,B0,00,00,
63158100,0000019A,false,Rx,0,6,E7,F6,9B,7E,00,20,00,00,
63159080,0000019F,false,Rx,0,6,66,F6,0C,80,00,20,00,00,
63160228,00000289,false,Rx,0,8,9D,F3,E0,E0,E1,00,0C,00,
63161304,000002BB,false,Rx,0,5,49,F3,00,00,F2,00,00,00,
63162228,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
63163156,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
63165100,000001C4,false,Rx,0,7,00,00,00,00,03,F5,FF,00,
63166124,000001C5,false,Rx,0,7,00,00,00,00,03,F5,FF,00,
63167148,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
63193472,0000012F,false,Rx,0,8,5B,2A,86,1C,F1,01,30,09,
63196028,000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
63205804,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63215020,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63247916,000001A6,false,Rx,0,8,00,00,00,00,00,00,20,F6,
63249204,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63256028,000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
63257112,00000199,false,Rx,0,6,AA,F1,CE,7E,20,B0,00,00,
63258096,0000019A,false,Rx,0,6,56,F1,98,7E,00,20,00,00,
63259080,0000019F,false,Rx,0,6,59,F1,FB,7F,00,20,00,00,
63260232,00000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
63261320,00000297,false,Rx,0,7,5E,F8,FC,FC,FC,FC,FC,00,
63262352,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
63263388,000001C4,false,Rx,0,7,00,00,00,00,0D,F5,FF,00,
63264520,000001C5,false,Rx,0,7,00,00,00,00,0D,F5,FF,00,
63265536,000002BB,false,Rx,0,5,20,F5,00,00,F2,00,00,00,
63267880,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
63280836,000003FB,false,Rx,0,6,C7,90,01,10,F1,48,00,00,
63293476,0000012F,false,Rx,0,8,BC,2B,86,1C,F2,01,30,09,
63296040,000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
63297192,000003F9,false,Rx,0,8,1D,14,80,70,7C,44,2F,47,
63305868,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63315716,000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
63316684,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63342612,000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
63347884,000001A6,false,Rx,0,8,00,00,00,00,00,00,B0,F7,
63349204,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63350412,00000173,false,Rx,0,8,13,FA,00,0E,30,00,FE,D0,
63353420,000002ED,false,Rx,0,3,70,F0,01,00,00,00,00,00,
63356056,000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
63357140,00000199,false,Rx,0,6,FE,FB,D2,7E,20,B0,00,00,
63358124,0000019A,false,Rx,0,6,D2,FB,9A,7E,00,20,00,00,
63359104,0000019F,false,Rx,0,6,52,FB,04,80,00,20,00,00,
63361104,00000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
63362180,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
63363108,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
63365048,000001C4,false,Rx,0,7,00,00,00,00,17,F5,FF,00,
63366076,000001C5,false,Rx,0,7,00,00,00,00,17,F5,FF,00,
63367088,000002A6,false,Rx,0,2,00,EC,00,00,00,00,00,00,
63368868,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
63369892,000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
63370656,000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
63371428,000002BB,false,Rx,0,5,07,F7,00,00,F2,00,00,00,
63393464,0000012F,false,Rx,0,8,32,2C,86,1C,F2,01,30,09,
63394696,000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
63396084,000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
63405796,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63415832,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63447912,000001A6,false,Rx,0,8,00,00,00,00,00,00,40,F9,
63448968,000001B9,false,Rx,0,2,00,FF,00,00,00,00,00,00,
63449724,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63450504,000002C4,false,Rx,0,8,00,00,FF,64,64,64,00,F0,
63456024,000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
63457108,00000199,false,Rx,0,6,87,F6,C5,7E,20,B0,00,00,
63458096,0000019A,false,Rx,0,6,8E,F6,9D,7E,00,20,00,00,
63459076,0000019F,false,Rx,0,6,1D,F6,F6,7F,00,20,00,00,
63461080,00000289,false,Rx,0,8,F5,F9,E0,E0,E1,00,0C,00,
63462160,00000297,false,Rx,0,7,18,F9,FC,FC,FC,FC,FC,00,
63463196,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
63464120,000002BB,false,Rx,0,5,F2,F9,00,00,F2,00,00,00,
63466064,000001C4,false,Rx,0,7,00,00,00,00,21,F5,FF,00,
63467092,000001C5,false,Rx,0,7,00,00,00,00,21,F5,FF,00,
63493464,0000012F,false,Rx,0,8,D5,2D,86,1C,F1,01,30,09,
63496020,000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
63505792,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63516208,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63531956,000002CA,false,Rx,0,2,66,70,00,00,00,00,00,00,
63547908,000001A6,false,Rx,0,8,00,00,00,00,00,00,D0,FA,
63549236,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63550436,00000173,false,Rx,0,8,7B,F0,00,0E,30,00,FE,D0,
63556020,000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
63557104,00000199,false,Rx,0,6,A9,F1,D5,7E,20,B0,00,00,
63558092,0000019A,false,Rx,0,6,EC,F1,9B,7E,00,20,00,00,
63559072,0000019F,false,Rx,0,6,AC,F1,F5,7F,00,20,00,00,
63560204,00000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
63561284,000002BB,false,Rx,0,5,D5,FB,00,00,F2,00,00,00,
63562204,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
63563136,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
63565076,000001C4,false,Rx,0,7,00,00,00,00,2B,F5,FF,00,
63566104,000001C5,false,Rx,0,7,00,00,00,00,2B,F5,FF,00,
63567132,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
63593468,0000012F,false,Rx,0,8,32,2E,86,1C,F1,01,30,09,
63596024,000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
63605796,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63616612,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63647912,000001A6,false,Rx,0,8,00,00,00,00,00,00,60,FC,
63649260,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63656048,000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
63657128,00000199,false,Rx,0,6,94,FB,CF,7E,20,B0,00,00,
63658116,0000019A,false,Rx,0,6,9D,FB,97,7E,00,20,00,00,
63659096,0000019F,false,Rx,0,6,CF,FB,05,80,00,20,00,00,
63660260,00000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
63661356,00000297,false,Rx,0,7,D2,FA,FC,FC,FC,FC,FC,00,
63662392,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
63663408,000001C4,false,Rx,0,7,00,00,00,00,35,F5,FF,00,
63664528,000001C5,false,Rx,0,7,00,00,00,00,35,F5,FF,00,
63665548,000002BB,false,Rx,0,5,BC,FD,00,00,F2,00,00,00,
63675744,00000328,false,Rx,0,6,3E,44,EF,11,0E,22,00,00,
63693460,0000012F,false,Rx,0,8,33,20,86,1C,F1,01,30,09,
63696032,000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
63705784,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63716988,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63747908,000001A6,false,Rx,0,8,00,00,00,00,00,00,F0,FD,
63749156,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63750344,00000173,false,Rx,0,8,4F,F5,00,0E,30,00,FE,D0,
63756008,000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
63757096,00000199,false,Rx,0,6,10,F6,CB,7E,1F,B0,00,00,
63758080,0000019A,false,Rx,0,6,A8,F6,96,7E,00,20,00,00,
63759060,0000019F,false,Rx,0,6,B4,F6,00,80,00,20,00,00,
63761056,00000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
63762136,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
63763064,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
63765004,000001C4,false,Rx,0,7,00,00,00,00,3F,F5,FF,00,
63766032,000001C5,false,Rx,0,7,00,00,00,00,3F,F5,FF,00,
63767060,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
63768096,000002BB,false,Rx,0,5,F3,F0,00,00,F2,00,00,00,
63793476,0000012F,false,Rx,0,8,D4,21,86,1C,F2,01,30,09,
63796008,000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
63805644,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63817384,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63847904,000001A6,false,Rx,0,8,00,00,00,00,00,00,80,FF,
63849164,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63856064,000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
63857152,00000199,false,Rx,0,6,1B,F1,CB,7E,1F,B0,00,00,
63858136,0000019A,false,Rx,0,6,18,F1,9C,7E,00,20,00,00,
63859116,0000019F,false,Rx,0,6,17,F1,FF,7F,00,20,00,00,
63860272,00000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
63861360,00000297,false,Rx,0,7,94,FB,FC,FC,FC,FC,FC,00,
63862396,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
63863424,000001C4,false,Rx,0,7,00,00,00,00,49,F5,FF,00,
63864540,000001C5,false,Rx,0,7,00,00,00,00,49,F5,FF,00,
63865564,000002BB,false,Rx,0,5,D4,F2,00,00,F2,00,00,00,
63893444,0000012F,false,Rx,0,8,33,22,86,1C,F2,01,30,09,
63896012,000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
63905636,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
63907860,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
63917740,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
63947900,000001A6,false,Rx,0,8,00,00,00,00,00,00,10,F1,
63949156,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
63950368,00000173,false,Rx,0,8,13,FA,00,0E,30,00,FE,D0,
63951576,000002C4,false,Rx,0,8,00,00,FF,64,64,64,00,F0,
63956036,000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
63957120,00000199,false,Rx,0,6,4F,FB,D7,7E,1F,B0,00,00,
63958104,0000019A,false,Rx,0,6,9C,FB,9E,7E,00,20,00,00,
63959084,0000019F,false,Rx,0,6,93,FB,FD,7F,00,20,00,00,
63960260,00000289,false,Rx,0,8,13,F4,E0,E0,E1,00,0C,00,
63961336,000002BB,false,Rx,0,5,BD,F4,00,00,F2,00,00,00,
63962260,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
63963188,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
63964140,000001C4,false,Rx,0,7,00,00,00,00,53,F5,FF,00,
63965256,000001C5,false,Rx,0,7,00,00,00,00,53,F5,FF,00,
63966400,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
63993412,0000012F,false,Rx,0,8,D4,23,86,1C,F1,01,30,09,
63996020,000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
64005232,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
64018228,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
64047888,000001A6,false,Rx,0,8,00,00,00,00,00,00,A0,F2,
64048948,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
64056052,000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
64057140,00000199,false,Rx,0,6,37,F6,C9,7E,1F,B0,00,00,
64058124,0000019A,false,Rx,0,6,12,F6,95,7E,00,20,00,00,
64059104,0000019F,false,Rx,0,6,A7,F6,F5,7F,00,20,00,00,
64060268,00000289,false,Rx,0,8,A9,F6,E0,E0,E1,00,0C,00,
64061356,00000297,false,Rx,0,7,5B,FC,FC,FC,FC,FC,FC,00,
64062388,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
64063384,000001C4,false,Rx,0,7,00,00,00,00,5D,F5,FF,00,
64064508,000001C5,false,Rx,0,7,00,00,00,00,5D,F5,FF,00,
64065528,000002BB,false,Rx,0,5,9A,F6,00,00,F2,00,00,00,
64093408,0000012F,false,Rx,0,8,5A,24,86,1C,F1,01,30,09,
64095996,000000A5,false,Rx,0,8,28,F0,9B,B7,79,00,00,F1,
64105192,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
64118612,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
64147852,000001A6,false,Rx,0,8,00,00,00,00,00,00,30,F4,
64149192,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
64150392,00000173,false,Rx,0,8,7B,F0,00,0E,30,00,FE,D0,
64155996,000000E4,false,Rx,0,8,64,F1,86,7F,22,FF,7F,8E,
64157084,00000199,false,Rx,0,6,3F,F1,D2,7E,1F,B0,00,00,
64158068,0000019A,false,Rx,0,6,56,F1,98,7E,00,20,00,00,
64159052,0000019F,false,Rx,0,6,4B,F1,07,80,00,20,00,00,
64160236,00000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
64161312,000002BB,false,Rx,0,5,6F,F8,00,00,F2,00,00,00,
64162232,0000018F,false,Rx,0,5,2D,81,F1,FF,FF,00,00,00,
64163164,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
64164108,000001C4,false,Rx,0,7,00,00,00,00,67,F5,FF,00,
64165228,000001C5,false,Rx,0,7,00,00,00,00,67,F5,FF,00,
64166380,00000302,false,Rx,0,7,FF,FF,2D,81,FF,FF,FF,00,
64191452,000005F2,false,Rx,0,8,08,04,00,02,FF,FF,FF,FF,
64193424,0000012F,false,Rx,0,8,07,25,86,1C,F1,01,30,09,
64196000,000000A5,false,Rx,0,8,1C,F5,9B,B7,79,00,00,F1,
64205524,0000026E,false,Rx,0,8,00,00,00,00,FF,FF,FF,FF,
64206596,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
64218972,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
64247888,000001A6,false,Rx,0,8,00,00,00,00,00,00,C0,F5,
64249236,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
64255812,00000297,false,Rx,0,7,1D,FD,FC,FC,FC,FC,FC,00,
64257004,000000E4,false,Rx,0,8,0C,FB,86,7F,22,FF,7F,8E,
64258092,00000199,false,Rx,0,6,BB,FB,D0,7E,1F,B0,00,00,
64259076,0000019A,false,Rx,0,6,68,FB,99,7E,00,20,00,00,
64260052,0000019F,false,Rx,0,6,CF,FB,05,80,00,20,00,00,
64262052,00000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
64263128,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
64264052,000002BB,false,Rx,0,5,48,FA,00,00,F2,00,00,00,
64265992,000001C4,false,Rx,0,7,00,00,00,00,71,F5,FF,00,
64267020,000001C5,false,Rx,0,7,00,00,00,00,71,F5,FF,00,
64279744,000003FB,false,Rx,0,6,C7,90,01,10,F1,48,00,00,
64293420,0000012F,false,Rx,0,8,E0,26,86,1C,F1,01,30,09,
64296036,000000A5,false,Rx,0,8,40,FA,9B,B7,79,00,00,F1,
64297420,000003F9,false,Rx,0,8,40,15,80,70,7C,44,2F,47,
64305188,00000130,false,Rx,0,5,00,F0,FC,FF,FF,00,00,00,
64319628,000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
64320592,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
64342160,000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
64347888,000001A6,false,Rx,0,8,00,00,00,00,00,00,50,F7,
64349164,00000281,false,Rx,0,2,25,F3,00,00,00,00,00,00,
64350356,00000173,false,Rx,0,8,4F,F5,00,0E,30,00,FE,D0,
64353372,000002ED,false,Rx,0,3,3C,F1,01,00,00,00,00,00,
64355984,000000E4,false,Rx,0,8,EA,F6,86,7F,22,FF,7F,8E,
